N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
1780	0.16	0.16	3.04000005125999	3.04000005125999	0	sp|Q6ZT52|FA43B_HUMAN	Protein FAM43B OS=Homo sapiens GN=FAM43B PE=2 SV=1	HUMAN	0					
1781	0.16	0.16	15.5599996447563	15.5599996447563	0	sflu_c_1_996	Selenomonas flueggei ATCC 43531 [251165 - 250896] hypothetical protein	c_1_996	0					
1782	0.16	0.16	51.7199993133545	51.7199993133545	0	ksed_c_1_6992	Kytococcus sedentarius DSM 20547 [2394988 - 2395161] hypothetical protein	c_1_6992	0					
1783	0.16	0.16	15.6900003552437	15.6900003552437	0	edur2534_c_5_69	Enterococcus durans ATCC 6056 [48250 - 48402]  ORF	c_5_69	0					
1784	0.16	0.16	10.2899998426437	10.2899998426437	0	cot332_c_16_3	Capnocytophaga sp. oral taxon 332 F0381 [2174 - 2377]  ORF	c_16_3	0					
1785	0.16	0.16	6.5360002219677	6.5360002219677	0	aot175_c_2_975	Actinomyces sp. oral taxon 175 F0384 [302182 - 302640] hypothetical protein	c_2_975	0					
1786	0.16	0.16	30.3600013256073	30.3600013256073	0	aomn_c_15_171	Alloscardovia omnicolens DSM 21503 [1304 - 1137] (REVERSE SENSE) ORF	c_15_171	0					
1787	0.15	0.16	5.26299998164177	5.26299998164177	0	sang2334_c_29_10	Streptococcus anginosus CCUG 39159 [5406 - 5861]  ORF	c_29_10	0					
1788	0.15	0.16	3.18499989807606	3.18499989807606	0	pgin_c_1_1769	Porphyromonas gingivalis W83 [666023 - 666964] hypothetical protein	c_1_1769	0					
1789	0.15	0.16	13.3300006389618	13.3300006389618	0	pbue_c_26_70	Prevotella buccae D17 [28163 - 28342] hypothetical protein	c_26_70	0					
1790	0.15	0.16	9.27800014615059	9.27800014615059	0	RRRRRsp|P10082|PYY_HUMAN	REVERSED Peptide YY OS=Homo sapiens GN=PYY PE=1 SV=3	HUMAN	0					
1790	0	0.16	10.0000001490116	10.0000001490116	0	RRRRRsp|P10082-2|PYY_HUMAN	REVERSED Isoform 2 of Peptide YY OS=Homo sapiens GN=PYY	HUMAN	0					
1791	0.15	0.16	37.7000004053116	37.7000004053116	0	ENST00000544231_1	[1 - 183] cdna:known chromosome:GRCh37:12:26348289:26440671:1 gene:ENSG00000123096 gene_biotype:protein_coding transcript_biotype:processed_transcript	1	0					
1792	0.15	0.15	6.43099993467331	0.784299988299608	0	tr|F8WEV3|F8WEV3_HUMAN	PR domain zinc finger protein 16 OS=Homo sapiens GN=PRDM16 PE=4 SV=1	HUMAN	0					
1792	0	0.15	6.96699991822243	0.849600043147802	0	tr|D6RFY3|D6RFY3_HUMAN	PR domain zinc finger protein 16 OS=Homo sapiens GN=PRDM16 PE=4 SV=1	HUMAN	0					
1792	0	0.15	6.96099996566772	0.848899967968464	0	tr|D6RDW0|D6RDW0_HUMAN	PR domain zinc finger protein 16 OS=Homo sapiens GN=PRDM16 PE=4 SV=1	HUMAN	0					
1792	0	0.15	6.52899965643883	0.796199962496758	0	tr|D3YTA5|D3YTA5_HUMAN	PR domain zinc finger protein 16 OS=Homo sapiens GN=PRDM16 PE=4 SV=1	HUMAN	0					
1792	0	0.15	6.42599985003471	0.783700030297041	0	sp|Q9HAZ2|PRD16_HUMAN	PR domain zinc finger protein 16 OS=Homo sapiens GN=PRDM16 PE=1 SV=3	HUMAN	0					
1792	0	0.15	6.42599985003471	0.783700030297041	0	sp|Q9HAZ2-3|PRD16_HUMAN	Isoform 3 of PR domain zinc finger protein 16 OS=Homo sapiens GN=PRDM16	HUMAN	0					
1792	0	0.15	6.52299970388412	0.795499980449677	0	sp|Q9HAZ2-2|PRD16_HUMAN	Isoform 2 of PR domain zinc finger protein 16 OS=Homo sapiens GN=PRDM16	HUMAN	0					
1792	0	0.15	6.91900029778481	0.922499969601631	0	tr|H0YA13|H0YA13_HUMAN	PR domain zinc finger protein 16 (Fragment) OS=Homo sapiens GN=PRDM16 PE=4 SV=1	HUMAN	0					
1792	0	0.15	6.8680003285408	0.915800034999847	0	sp|Q9HAZ2-4|PRD16_HUMAN	Isoform 4 of PR domain zinc finger protein 16 OS=Homo sapiens GN=PRDM16	HUMAN	0					
1793	0.15	0.15	6.25	1.29699995741248	0	gsan_c_36_4	Gemella sanguinis M325 [4242 - 6785] LPXTG-domain-containing protein cell wall anchor protein	c_36_4	0					
1794	0.15	0.15	2.74800006300211	0.563800008967519	0	RRRRRsp|Q86US8|EST1A_HUMAN	REVERSED Telomerase-binding protein EST1A OS=Homo sapiens GN=SMG6 PE=1 SV=2	HUMAN	0					
1795	0.15	0.15	4.03899997472763	0.430800020694733	0	RRRRRsp|O95153|RIMB1_HUMAN	REVERSED Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1 PE=1 SV=2	HUMAN	0					
1795	0	0.15	3.93299981951714	0.419500004500151	0	RRRRRsp|O95153-3|RIMB1_HUMAN	REVERSED Isoform 3 of Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1	HUMAN	0					
1795	0	0.15	4.17400002479553	0.445199990645051	0	RRRRRsp|O95153-2|RIMB1_HUMAN	REVERSED Isoform 2 of Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1	HUMAN	0					
1795	0	0.14	2.70300004631281	2.70300004631281	0	RRRRRtr|J3KSY4|J3KSY4_HUMAN	REVERSED Peripheral-type benzodiazepine receptor-associated protein 1 (Fragment) OS=Homo sapiens GN=BZRAP1 PE=4 SV=1	HUMAN	0					
1796	0.15	0.15	4.34800013899803	0.822599977254868	0	sp|P52630|STAT2_HUMAN	Signal transducer and activator of transcription 2 OS=Homo sapiens GN=STAT2 PE=1 SV=1	HUMAN	0					
1796	0	0.15	4.36800010502338	0.826399959623814	0	sp|P52630-4|STAT2_HUMAN	Isoform 2 of Signal transducer and activator of transcription 2 OS=Homo sapiens GN=STAT2	HUMAN	0					
1797	0.15	0.15	35.8799993991852	8.39700028300285	0	ENST00000330877_2	[22 - 414] cdna:known chromosome:GRCh37:14:105190523:105213647:1 gene:ENSG00000185100 gene_biotype:protein_coding transcript_biotype:protein_coding	2	0					
1798	0.15	0.15	6.95900022983551	2.83499993383884	0	pstu_c_1_26640	Pseudomonas stutzeri A1501, CGMCC 0351 [1224358 - 1223195] ribosomal RNA small subunit methyltransferase C	c_1_26640	0					
1799	0.15	0.15	3.80199998617172	1.48799996823072	0	pot386_c_23_58	Peptoniphilus sp. oral taxon 386 F0131 [4410 - 2596] DNA helicase II	c_23_58	0					
1800	0.15	0.15	4.80699986219406	1.75800006836653	0	pbus_c_13_252	Prevotella buccalis ATCC 35310 [60262 - 57704] glycosyl hydrolase family 20, domain 2	c_13_252	0					
1801	0.15	0.15	23.9399999380112	11.2700000405312	0	sinf_c_1_45	Streptococcus infantarius subsp. infantarius ATCC BAA-102 [40345 - 40557] hypothetical protein	c_1_45	0					
1802	0.15	0.15	28.5699993371964	18.3699995279312	0	lfer_c_1_809	Lactobacillus fermentum IFO 3956 [461031 - 461324] hypothetical protein	c_1_809	0					
1803	0.15	0.15	8.33299979567528	3.84600013494492	0	kpne_c_1_15578	Klebsiella pneumoniae NTUH-K2044 [5161779 - 5160844] hypothetical protein	c_1_15578	0					
1804	0.15	0.15	18.6000004410744	10.4699999094009	0	bcep_c_1_18515	Burkholderia cepacia GG4 [838975 - 838718] (REVERSE SENSE)  ORF	c_1_18515	0					
1805	0.15	0.15	10.5800002813339	6.25	0	RRRRRsp|Q8WUY1|THEM6_HUMAN	REVERSED Protein THEM6 OS=Homo sapiens GN=THEM6 PE=1 SV=2	HUMAN	0					
1805	0	0.15	15.6599998474121	15.6599998474121	0	RRRRRtr|H0YAR9|H0YAR9_HUMAN	REVERSED Protein THEM6 (Fragment) OS=Homo sapiens GN=THEM6 PE=1 SV=1	HUMAN	0					
1806	0.15	0.15	5.12799993157387	5.12799993157387	0	tr|H0Y9A0|H0Y9A0_HUMAN	Long-chain-fatty-acid--CoA ligase 4 (Fragment) OS=Homo sapiens GN=ACSL4 PE=1 SV=1	HUMAN	0					
1806	0	0.15	1.12500004470348	1.12500004470348	0	sp|O60488|ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens GN=ACSL4 PE=1 SV=2	HUMAN	0					
1806	0	0.15	1.19399996474385	1.19399996474385	0	sp|O60488-2|ACSL4_HUMAN	Isoform Short of Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens GN=ACSL4	HUMAN	0					
1807	0.15	0.15	15.6299993395805	15.6299993395805	0	pcat_c_7_227	Porphyromonas catoniae F0037 [83858 - 83667] (REVERSE SENSE) ORF	c_7_227	0					
1808	0.15	0.15	6.61799982190132	6.61799982190132	0	atum_c_3_3317	Agrobacterium tumefaciens str. C58, ATCC 33970 [172999 - 172592] hypothetical protein	c_3_3317	0					
1809	0.15	0.15	2.07299999892712	2.07299999892712	0	aot848_c_10_164	Actinomyces sp. oral taxon 848 F0332 [40654 - 41811] hypothetical protein	c_10_164	0					
1810	0.14	0.15	53.6199986934662	20.2900007367134	0	anae_c_1_16458	Actinomyces naeslundii MG1 [1122691 - 1122485] hypothetical protein	c_1_16458	0					
1811	0.14	0.15	5.83599992096424	2.3870000615716	0	sp|Q70UQ0-4|IKIP_HUMAN	Isoform 4 of Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens GN=IKBIP	HUMAN	0					
1811	0	0.15	2.57099997252226	2.57099997252226	0	sp|Q70UQ0|IKIP_HUMAN	Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens GN=IKBIP PE=1 SV=1	HUMAN	0					
1811	0	0.15	12.8600001335144	12.8600001335144	0	sp|Q70UQ0-3|IKIP_HUMAN	Isoform 3 of Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens GN=IKBIP	HUMAN	0					
1812	0.14	0.15	2.40499991923571	1.14500001072884	0	pot317_c_28_206	Prevotella sp. oral taxon 317 F0108 [15528 - 12910] membrane protein	c_28_206	0					
1813	0.14	0.15	36.4399999380112	23.7299993634224	0	pflu1300_c_1_13290	Pseudomonas fluorescens Pf-5 [4046202 - 4046555]  ORF	c_1_13290	0					
1814	0.14	0.15	51.9999980926514	51.9999980926514	0	tr|J3QRV2|J3QRV2_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens GN=PPP4R1 PE=4 SV=1	HUMAN	0					
1815	0.14	0.15	2.60600000619888	2.60600000619888	0	tlec_c_415_4	Treponema lecithinolyticum OMZ 684T [200 - 1120] oligopeptide transporter permease	c_415_4	0					
1816	0.14	0.15	9.70899984240532	9.70899984240532	0	elen_c_1_6042	Eggerthella lenta VPI 0255, DSM 2243 [1894427 - 1894735] hypothetical protein	c_1_6042	0					
1817	0.14	0.14	5.00000007450581	1.61300003528595	0	sp|Q96FE5|LIGO1_HUMAN	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Homo sapiens GN=LINGO1 PE=1 SV=2	HUMAN	0					
1817	0	0.14	5.04899993538857	1.62899997085333	0	sp|Q96FE5-2|LIGO1_HUMAN	Isoform 2 of Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Homo sapiens GN=LINGO1	HUMAN	0					
1818	0.14	0.14	7.93699994683266	3.96800003945827	0	elim_c_1_3816	Eubacterium limosum KIST612 [1606968 - 1607723] ABC superfamily ATP binding cassette transporter, ABC proteins	c_1_3816	0					
1819	0.14	0.14	7.63899981975555	3.47199998795986	0	lcat_c_5_79	Lactobacillus catenaforme OT 569 = DSM 20559 [69222 - 70517]  ORF	c_5_79	0					
1820	0.14	0.14	6.7050002515316	3.06499991565943	0	bani_c_6_681	Bifidobacterium animalis subsp. lactis HN019 [116401 - 114836] (REVERSE SENSE) ORF	c_6_681	0					
1821	0.14	0.14	17.1200007200241	7.53400027751923	0	tr|R4GMR8|R4GMR8_HUMAN	NT-3 growth factor receptor (Fragment) OS=Homo sapiens GN=NTRK3 PE=4 SV=1	HUMAN	0					
1821	0	0.14	2.55299992859364	1.5599999576807	0	tr|H0YM90|H0YM90_HUMAN	Tyrosine-protein kinase receptor OS=Homo sapiens GN=NTRK3 PE=3 SV=1	HUMAN	0					
1821	0	0.14	2.91700009256601	1.78299993276596	0	tr|B7Z7U4|B7Z7U4_HUMAN	Tyrosine-protein kinase receptor OS=Homo sapiens GN=NTRK3 PE=2 SV=1	HUMAN	0					
1821	0	0.14	2.14499998837709	1.31099997088313	0	sp|Q16288|NTRK3_HUMAN	NT-3 growth factor receptor OS=Homo sapiens GN=NTRK3 PE=1 SV=2	HUMAN	0					
1821	0	0.14	2.20299996435642	1.34600000455976	0	sp|Q16288-5|NTRK3_HUMAN	Isoform 5 of NT-3 growth factor receptor OS=Homo sapiens GN=NTRK3	HUMAN	0					
1821	0	0.14	2.16600000858307	1.32400002330542	0	sp|Q16288-4|NTRK3_HUMAN	Isoform 4 of NT-3 growth factor receptor OS=Homo sapiens GN=NTRK3	HUMAN	0					
1821	0	0.14	2.18199994415045	1.33300004526973	0	sp|Q16288-3|NTRK3_HUMAN	Isoform 3 of NT-3 growth factor receptor OS=Homo sapiens GN=NTRK3	HUMAN	0					
1822	0.14	0.14	10.0900001823902	5.50500005483627	0	tr|A2A3R5|A2A3R5_HUMAN	40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1	HUMAN	0					
1822	0	0.14	8.83499979972839	4.8190001398325	0	sp|P62753|RS6_HUMAN	40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1	HUMAN	0					
1823	0.14	0.14	2.85700000822544	2.22200006246567	0	sp|Q8NH02|O2T29_HUMAN	Olfactory receptor 2T29 OS=Homo sapiens GN=OR2T29 PE=2 SV=2	HUMAN	0					
1823	0	0.14	2.58600004017353	2.01099999248981	0	sp|Q8NH00|OR2T4_HUMAN	Olfactory receptor 2T4 OS=Homo sapiens GN=OR2T4 PE=2 SV=2	HUMAN	0					
1823	0	0.14	2.85700000822544	2.22200006246567	0	sp|Q6IEZ7|OR2T5_HUMAN	Olfactory receptor 2T5 OS=Homo sapiens GN=OR2T5 PE=2 SV=1	HUMAN	0					
1823	0	0.14	2.27300003170967	2.27300003170967	0	sp|Q8NHC8|OR2T6_HUMAN	Olfactory receptor 2T6 OS=Homo sapiens GN=OR2T6 PE=2 SV=2	HUMAN	0					
1824	0.14	0.14	8.04999992251396	2.47699990868568	0	lrha_c_1_8680	Lactobacillus rhamnosus GG [1975131 - 1974163] alpha/beta hydrolase superfamily protein	c_1_8680	0					
1825	0.14	0.14	4.6000000089407	2.4210000410676	0	fnucv_c_116_8	Fusobacterium nucleatum subsp. vincentii ATCC 49256 [4071 - 2833] (REVERSE SENSE) ORF	c_116_8	0					
1826	0.14	0.14	7.45100006461143	3.13699990510941	0	blon_c_2_1596	Bifidobacterium longum subsp. longum ATCC 55813 [172768 - 172004] hypothetical protein	c_2_1596	0					
1827	0.14	0.14	23.4699994325638	12.2400000691414	0	blon2249_c_1_16655	Bifidobacterium longum subsp. infantis ATCC 15697 [692240 - 691947] (REVERSE SENSE)  ORF	c_1_16655	0					
1828	0.14	0.14	7.57599994540215	7.57599994540215	0	pavi_c_1_1078	Propionibacterium avidum ATCC 25577 [307670 - 308065] hypothetical protein	c_1_1078	0					
1829	0.14	0.14	18.1799992918968	18.1799992918968	0	oot809_c_3_652	Olsenella sp. oral taxon 809 F0356 [182553 - 182816] hypothetical protein	c_3_652	0					
1830	0.14	0.14	5.23799993097782	5.23799993097782	0	mlot_c_1_8780	Mesorhizobium loti MAFF303099 [2384980 - 2385609] hypothetical protein	c_1_8780	0					
1831	0.14	0.14	4.12000007927418	4.12000007927418	0	aot171_c_63_59	Actinomyces sp. oral taxon 171 F0337 [11796 - 10996] hypothetical protein	c_63_59	0					
1832	0.14	0.14	8.62099975347519	8.62099975347519	0	amas_c_14_296	Actinomyces massiliensis F0489 [14367 - 14020] (REVERSE SENSE) ORF	c_14_296	0					
1833	0.13	0.14	9.5100000500679	2.88200005888939	0	bcep_c_1_2253	Burkholderia cepacia GG4 [742890 - 743930]  ORF	c_1_2253	0					
1834	0.13	0.14	15.0000005960464	15.0000005960464	0	NCBIABWG_c_1_85	Lactobacillus jensenii 1153 [67929 - 68108] hypothetical protein	c_1_85	0					
1835	0.13	0.13	6.8000003695488	0.733300019055605	0	RRRRRlmir_c_4_1049	REVERSED Lautropia mirabilis ATCC 51599 [291924 - 296423] multidrug resistance transport transmembrane protein	c_4_1049	0					
1836	0.13	0.13	8.36799964308739	1.44600002095103	0	sp|O94804|STK10_HUMAN	Serine/threonine-protein kinase 10 OS=Homo sapiens GN=STK10 PE=1 SV=1	HUMAN	0					
1837	0.13	0.13	7.17099979519844	1.54999997466803	0	RRRRRsp|Q8N1T3|MYO1H_HUMAN	REVERSED Unconventional myosin-Ih OS=Homo sapiens GN=MYO1H PE=2 SV=2	HUMAN	0					
1837	0	0.13	7.24100023508072	1.5659999102354	0	RRRRRsp|Q8N1T3-3|MYO1H_HUMAN	REVERSED Isoform 3 of Unconventional myosin-Ih OS=Homo sapiens GN=MYO1H	HUMAN	0					
1838	0.13	0.13	12.3700000345707	5.05100004374981	0	RRRRRpmuls_c_5_404	REVERSED Prevotella multiformis DSM 16608 [132680 - 135055] CRISPR-associated protein	c_5_404	0					
1839	0.13	0.13	2.364999987185	0.722699984908104	0	RRRRRsp|Q92547|TOPB1_HUMAN	REVERSED DNA topoisomerase 2-binding protein 1 OS=Homo sapiens GN=TOPBP1 PE=1 SV=3	HUMAN	0					
1840	0.13	0.13	4.70799989998341	1.42700001597404	0	sp|Q9H0K6|PUS7L_HUMAN	Pseudouridylate synthase 7 homolog-like protein OS=Homo sapiens GN=PUS7L PE=1 SV=1	HUMAN	0					
1840	0	0.13	4.29700016975403	1.30200004205108	0	ENST00000416848_38	[289 - 2592] cdna:known chromosome:GRCh37:12:44122410:44152561:-1 gene:ENSG00000129317 gene_biotype:protein_coding transcript_biotype:protein_coding	38	0					
1840	0	0.13	12.5	6.25	0	tr|F8VW99|F8VW99_HUMAN	Pseudouridylate synthase 7 homolog-like protein (Fragment) OS=Homo sapiens GN=PUS7L PE=1 SV=2	HUMAN	0					
1840	0	0.13	12.9899993538857	6.49399980902672	0	tr|F8VP66|F8VP66_HUMAN	Pseudouridylate synthase 7 homolog-like protein (Fragment) OS=Homo sapiens GN=PUS7L PE=4 SV=1	HUMAN	0					
1840	0	0.13	5.15500009059906	2.57699992507696	0	sp|Q9H0K6-2|PUS7L_HUMAN	Isoform 2 of Pseudouridylate synthase 7 homolog-like protein OS=Homo sapiens GN=PUS7L	HUMAN	0					
1841	0.13	0.13	13.7099996209145	4.83900010585785	0	ppro_c_1_7537	Propionibacterium propionicum F0230a [2322024 - 2322767]  ORF	c_1_7537	0					
1842	0.13	0.13	4.41199988126755	1.47099997848272	0	tr|D6RF35|D6RF35_HUMAN	Vitamin D-binding protein OS=Homo sapiens GN=GC PE=1 SV=1	HUMAN	0					
1842	0	0.13	4.43000011146069	1.47700002416968	0	sp|P02774|VTDB_HUMAN	Vitamin D-binding protein OS=Homo sapiens GN=GC PE=1 SV=1	HUMAN	0					
1842	0	0.13	4.25999984145164	1.42000000923872	0	sp|P02774-3|VTDB_HUMAN	Isoform 3 of Vitamin D-binding protein OS=Homo sapiens GN=GC	HUMAN	0					
1842	0	0.13	1.98899991810322	1.98899991810322	0	sp|P02774-2|VTDB_HUMAN	Isoform 2 of Vitamin D-binding protein OS=Homo sapiens GN=GC	HUMAN	0					
1843	0.13	0.13	13.289999961853	5.77999986708164	0	toti_c_5_199	Turicella otitidis ATCC 51513 [50088 - 49570] (REVERSE SENSE) ORF	c_5_199	0					
1844	0.13	0.13	7.23899975419044	6.06100000441074	0	sp|Q92529|SHC3_HUMAN	SHC-transforming protein 3 OS=Homo sapiens GN=SHC3 PE=1 SV=1	HUMAN	0					
1844	0	0.13	9.13000032305717	7.64300003647804	0	sp|Q92529-2|SHC3_HUMAN	Isoform p52 of SHC-transforming protein 3 OS=Homo sapiens GN=SHC3	HUMAN	0					
1845	0.13	0.13	15.8199995756149	6.96199983358383	0	mot186_c_1_5689	Microbacterium sp. oral taxon 186 F0373 [305758 - 305285] (REVERSE SENSE) ORF	c_1_5689	0					
1846	0.13	0.13	5.05100004374981	1.81799996644258	0	RRRRRsp|Q9UHK0|NUFP1_HUMAN	REVERSED Nuclear fragile X mental retardation-interacting protein 1 OS=Homo sapiens GN=NUFIP1 PE=1 SV=2	HUMAN	0					
1847	0.13	0.13	19.539999961853	11.4900000393391	0	NCBIABWM_c_1_115	Enterobacter cancerogenus ATCC 35316 [36063 - 36323] hypothetical protein	c_1_115	0					
1848	0.13	0.13	10.0000001490116	10.0000001490116	0	synsp_j_c_8_5	Synergistes[G-2] sp. oral taxon 357 W5455 (JCVI) [820 - 1089]  ORF	G-2	0					
1849	0.13	0.13	15.2500003576279	15.2500003576279	0	sked_c_1_5870	Sanguibacter keddieii DSM 10542 [2136847 - 2137023] hypothetical protein	c_1_5870	0					
1850	0.13	0.13	8.88900011777878	8.88900011777878	0	nsic_c_11_310	Neisseria sicca ATCC 29256 [85424 - 85155] hypothetical protein	c_11_310	0					
1851	0.13	0.13	9.1669999063015	9.1669999063015	0	mot186_c_2_550	Microbacterium sp. oral taxon 186 F0373 [160145 - 160504]  ORF	c_2_550	0					
1852	0.13	0.13	48.2400000095367	48.2400000095367	0	einf1695_c_3_280	Eubacterium infirmum F0142 [136178 - 135924] (REVERSE SENSE) ORF	c_3_280	0					
1853	0.13	0.13	5.15500009059906	5.15500009059906	0	atet_c_19_82	Anaerococcus tetradius ATCC 35098 [39912 - 39331] response regulator	c_19_82	0					
1854	0.13	0.13	2.1229999139905	2.1229999139905	0	adef_c_4_852	Abiotrophia defectiva ATCC 49176 [241939 - 240527] Di-and tricarboxylate transporters	c_4_852	0					
1855	0.12	0.13	13.6399999260902	1.08500001952052	0	sp|P13667|PDIA4_HUMAN	Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2	HUMAN	0					
1856	0.12	0.13	6.4460001885891	1.56800001859665	0	vpara_c_1_3217	Variovorax paradoxus S110 [1062473 - 1064194] transcriptional regulator	c_1_3217	0					
1857	0.12	0.13	2.56399996578693	2.56399996578693	0	bcep_c_2_9676	Burkholderia cepacia GG4 [2940896 - 2939610] (REVERSE SENSE)  ORF	c_2_9676	0					
1858	0.12	0.12	2.331000007689	0.118499994277954	0	RRRRRtr|H3BQK9|H3BQK9_HUMAN	REVERSED Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1	HUMAN	0					
1858	0	0.12	2.3429999127984	0.11909999884665	0	RRRRRtr|H3BPE1|H3BPE1_HUMAN	REVERSED Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1	HUMAN	0					
1858	0	0.12	2.39599999040365	0.121799996122718	0	RRRRRsp|Q9UPN3|MACF1_HUMAN	REVERSED Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=4	HUMAN	0					
1858	0	0.12	2.91000008583069	0.165700004436076	0	RRRRRtr|F8W8Q1|F8W8Q1_HUMAN	REVERSED Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1	HUMAN	0					
1858	0	0.12	2.98100002110004	0.169800000730902	0	RRRRRtr|F5GZL7|F5GZL7_HUMAN	REVERSED Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1	HUMAN	0					
1858	0	0.12	2.98100002110004	0.169800000730902	0	RRRRRsp|Q9UPN3-4|MACF1_HUMAN	REVERSED Isoform 5 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1	HUMAN	0					
1858	0	0.12	2.94000003486872	0.167499994859099	0	RRRRRsp|Q9UPN3-3|MACF1_HUMAN	REVERSED Isoform 3 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1	HUMAN	0					
1858	0	0.12	2.91000008583069	0.165700004436076	0	RRRRRsp|Q9UPN3-2|MACF1_HUMAN	REVERSED Isoform 2 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1	HUMAN	0					
1859	0.12	0.12	13.0300000309944	1.32699999958277	0	sp|Q5BJF6|ODFP2_HUMAN	Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2 PE=1 SV=1	HUMAN	0					
1859	0	0.12	13.1099998950958	1.33499996736646	0	sp|Q5BJF6-4|ODFP2_HUMAN	Isoform 4 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1859	0	0.12	13.4200006723404	1.36599997058511	0	sp|Q5BJF6-3|ODFP2_HUMAN	Isoform 3 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1859	0	0.12	14.1499996185303	1.44199999049306	0	sp|Q5BJF6-2|ODFP2_HUMAN	Isoform 2 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1859	0	0.12	25.1300007104874	2.85000000149012	0	tr|Q5T4C3|Q5T4C3_HUMAN	Outer dense fiber protein 2 (Fragment) OS=Homo sapiens GN=ODF2 PE=4 SV=2	HUMAN	0					
1859	0	0.12	16.8400004506111	1.90999992191792	0	sp|Q5BJF6-9|ODFP2_HUMAN	Isoform 9 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1859	0	0.12	15.1999995112419	1.72400008887053	0	sp|Q5BJF6-8|ODFP2_HUMAN	Isoform 8 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1859	0	0.12	13.8400003314018	1.56900007277727	0	sp|Q5BJF6-7|ODFP2_HUMAN	Isoform 7 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1859	0	0.12	14.7599995136261	1.67399998754263	0	sp|Q5BJF6-6|ODFP2_HUMAN	Isoform 6 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1859	0	0.12	15.1999995112419	1.72400008887053	0	sp|Q5BJF6-5|ODFP2_HUMAN	Isoform 5 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1859	0	0.12	14.7599995136261	1.67399998754263	0	sp|Q5BJF6-10|ODFP2_HUMAN	Isoform 10 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2	HUMAN	0					
1860	0.12	0.12	3.69100011885166	0.381799996830523	0	RRRRRtr|J3KNL6|J3KNL6_HUMAN	REVERSED Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=1	HUMAN	0					
1860	0	0.12	3.99300009012222	0.412999978289008	0	RRRRRsp|O15027|SC16A_HUMAN	REVERSED Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3	HUMAN	0					
1860	0	0.12	3.95300015807152	0.408900016918778	0	RRRRRsp|O15027-5|SC16A_HUMAN	REVERSED Isoform 5 of Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A	HUMAN	0					
1860	0	0.12	4.03899997472763	0.417800014838576	0	RRRRRsp|O15027-4|SC16A_HUMAN	REVERSED Isoform 4 of Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A	HUMAN	0					
